case,nu_prev,s,alpha,closed_form,independent_argmin,abs_error,objective_gap
160,-2.103061628865932,-6.056300219100061,7.607274594619703,-2.742246760801929,-2.7422467595282947,1.273634531173684e-09,0.0
161,5.346863707028108,5.5269133172166125,14.386509733658347,5.52685878155267,5.526858781613147,6.047695677580123e-11,8.881784197001252e-16
162,1.5697639837288122,-7.64408784093721,1.593741265419244,-0.5880429995491885,-0.5880429989278306,6.213578540581466e-10,0.0
163,5.516385397161928,-1.8930424139416644,9.454536046120857,-1.3615110394861274,-1.3615110371380814,2.3480459798719266e-09,0.0
164,-2.1227457154505895,0.3515052743867386,35.78819351824973,0.16117635805773167,0.16117635803769942,2.003225363367278e-11,0.0
165,-2.049569508034299,-3.7088614386841954,0.3377358037889913,-2.0839048908572404,-2.0839048913808242,5.235838429484829e-10,6.661338147750939e-16
166,-6.295629148694156,4.002107429894888,0.028565020087879478,-5.354547294201825,-5.354547279455454,1.4746371235219158e-08,1.8189894035458565e-11
167,-7.056672316318025,6.503850662338358,3.9658143644109587,0.8218558581307559,0.821855859182393,1.0516371107271993e-09,4.547473508864641e-13
168,0.8277444189278587,0.8733924278726093,7.28005245381412,0.8708622076369412,0.8708622182831259,1.0646184711582407e-08,0.0
169,1.439144576944848,-4.645004374293249,7.497512535899685,-1.9761391943569309,-1.9761391942625697,9.436118553196593e-11,0.0
170,-0.6112803432348954,-1.312891311673889,59.7114419476085,-1.2828990336706507,-1.2828990326114207,1.0592300370149133e-09,1.1102230246251565e-16
171,-0.46774461313343707,-4.506318110786561,7.67407272455106,-2.1455166059396213,-2.145516606815335,8.757137237580537e-10,0.0
172,-7.881232120103631,-7.267738418947198,0.01185041478203725,-7.881228328933922,-7.8812283342384895,5.304567451958064e-09,2.793765219166744e-11
173,-1.648497316449122,5.194208632773778,0.2862184238975196,2.260322679718971,2.260322679737353,1.8382184663323642e-11,0.0
174,0.5793895362481809,-4.6664260926282815,117.28293316018782,-4.025921926335888,-4.02592191081145,1.552443862351538e-08,4.440892098500626e-16
175,-5.7872558293478775,-4.8326360895352405,0.045283080354591804,-5.787034037932245,-5.787034037932245,0.0,0.0
176,0.0061563749198843,0.9351118144765689,0.01092579618801935,0.02267623214819426,0.022676233061290768,9.130965081260989e-10,4.440892098500626e-15
177,2.9429600562472533,-2.975387114143473,0.6199438579930016,0.42766942834471333,0.42766943138637037,3.041657037350376e-09,2.220446049250313e-16
178,-3.10569601721771,-7.816880352393092,4.88871168221573,-3.301744228129743,-3.3017442278052647,3.2447822206904675e-10,0.0
179,-0.6646411651900124,-6.55321124191992,0.031705748877952085,-0.6807756482233257,-0.6807756464917676,1.7315581191112983e-09,5.773159728050814e-15
180,6.805114365119353,7.344749469182597,1.4739171628388752,7.344436124949943,7.344436124967238,1.729549836682054e-11,0.0
181,1.1440745337878262,-2.788482573982746,0.15829936550540144,0.7503111676957666,0.7503111702536782,2.557911660261425e-09,1.1102230246251565e-16
182,4.337143436397007,4.023073785352622,29.18767094103359,4.023238974514702,4.023238974828849,3.141469306910949e-10,8.881784197001252e-16
183,4.287085020991666,-3.0833940903354904,336.71594652709865,-3.02061114935837,-3.0206111472373136,2.12105621955061e-09,4.440892098500626e-16
184,-0.6164664196731593,-0.8517698737447379,0.4068577618317112,-0.6549564142269063,-0.654956413229965,9.969413072852262e-10,4.440892098500626e-16
185,-1.1931726296902312,-0.6801485874575413,0.0029510259974901126,-1.192573448924796,-1.1925734422877254,6.637070670834078e-09,7.399636459126668e-14
186,5.5162823515819746,7.076045024732531,4.103052878346183,7.075271508671224,7.075271509563898,8.926734906822276e-10,1.7763568394002505e-15
187,-5.964420515200208,-1.9052815453035485,0.11040396704336368,-5.948411513505292,-5.948411511792637,1.712654906782518e-09,3.197442310920451e-13
188,7.2650345801337455,1.753614475718793,0.028093361419519403,3.697984209616777,3.6979842124883695,2.8715922972821772e-09,8.881784197001252e-16
189,-0.4237394223620594,3.3207354245598957,15.705157200635703,3.2302064612611066,3.2302064612925787,3.147215821286409e-11,8.881784197001252e-16
190,-5.874758060118733,-5.478401331551199,160.28045955539787,-5.734107977110865,-5.734107976040548,1.07031716822803e-09,0.0
191,5.281310737509372,1.0777841581178969,0.002851233985818165,4.84456311695425,4.8445631180308055,1.0765557334480036e-09,0.0
192,3.8333702481507324,2.4528290976462745,0.006934029021497776,3.6328764257382993,3.6328764257971167,5.881739539859154e-11,0.0
193,5.982701602231522,-1.5574475859838373,0.03343410477833078,3.3324752713614796,3.3324752713788537,1.7374102156964e-11,0.0
194,4.804191500143752,-4.339566363788364,0.023282916017763833,3.4587623707878334,3.4587623708057738,1.794031589952283e-11,0.0
195,6.189265465145457,-1.0984920901143944,0.40646114878724543,1.0223088304411192,1.022308830459187,1.8067769502749798e-11,0.0
196,3.5815661435867447,-2.97528640616156,93.37288909838229,-2.7850797845862747,-2.785079780100726,4.485548821264729e-09,0.0
197,-6.5614066298304845,-3.518735114274813,0.035474237904966656,-6.560405991317628,-6.560405983425647,7.891981290697458e-09,1.5827339439056232e-12
198,7.212109966032806,5.249295256558398,0.002647204919250538,6.096662309153957,6.0966623042222015,4.9317554484673565e-09,0.0
199,-7.006206802265178,-2.4161676504426968,0.011064424174032021,-7.00522967238584,-7.005229673075264,6.894236292964706e-10,1.8047785488306545e-12
200,6.442667163656202,-4.249439246988581,1.3849131355383648,-0.3072134029204312,-0.3072134012228087,1.6976224870290935e-09,2.220446049250313e-16
201,6.51284742874647,4.485532494421605,0.07102693376491427,4.612136315955716,4.612136317266797,1.311081021526661e-09,0.0
202,-4.108685555076029,-2.6111128662968017,156.0432919916252,-2.856813550114281,-2.856813550114281,0.0,0.0
203,-4.483771515403289,-1.4850445464553417,0.392141617594721,-4.403097494950358,-4.403097500234773,5.284415571793488e-09,1.4210854715202004e-14
204,3.9975884023444817,-3.8410709348699985,390.2707287671982,-3.7283777946667573,-3.7283777916255154,3.0412419249614686e-09,4.440892098500626e-16
205,-1.6414515803493028,0.6597100313845505,0.023373475343677452,-1.6017512291643101,-1.6017512249807777,4.183532409385293e-09,2.842170943040401e-14
206,1.8981220863617931,7.068379963254317,3.0252622649194487,7.020316295430446,7.020316296222637,7.921912015262933e-10,0.0
207,-7.170076698221665,0.4767596405483818,0.003179004533770181,-7.164971323442272,-7.164971330236109,6.793837492580224e-09,1.9554136088117957e-11
208,-5.200450763750926,-1.18354070562199,0.003964818252635705,-5.19925936380833,-5.19925935887064,4.937689368489373e-09,5.6203930398623925e-12
209,4.331363062757044,-1.3292582657960086,33.977000466413074,-1.224204761183147,-1.2242047552894677,5.893679322355183e-09,0.0
